2021-09-17-nerd-roundup.mp3
-48.00	0.00	25
126.860001	138.039993	1118
2894.469971	2901.310059	684
3459.929932	3465.550049	562
1481.109985	1486.479980	537
3029.040039	3034.219971	518
2863.770020	2868.879883	511
3493.290039	3498.360107	507
735.280029	740.179993	490
1446.760010	1451.589966	483
808.289978	812.520020	423
1517.229980	1521.400024	417
142.940002	147.039993	410
2285.709961	2289.760010	405
1313.540039	1317.569946	403
3896.850098	3900.689941	384
2998.649902	3002.439941	379
1061.199951	1064.800049	360
2058.860107	2062.459961	360
2812.459961	2816.060059	360
3245.469971	3249.040039	357
151.479996	155.039993	356
1345.959961	1349.520020	356
1811.640015	1815.189941	355
817.840027	821.369995	353
3383.159912	3386.659912	350
3845.830078	3849.310059	348
409.440002	412.869995	343
2169.929932	2173.360107	343
2442.479980	2445.860107	338
1379.760010	1383.119995	336
1931.920044	1935.209961	329
1952.540039	1955.829956	329
3017.489990	3020.780029	329
3776.280029	3779.560059	328
1107.670044	1110.930054	326
1329.380005	1332.619995	324
1423.170044	1426.390015	322
2362.439941	2365.629883	319
384.279999	387.429993	315
775.270020	778.409973	314
2818.149902	2821.290039	314
4193.850098	4196.950195	309
610.169983	613.200012	303
4188.379883	4191.379883	300
549.979980	552.960022	298
2831.439941	2834.419922	298
479.230011	482.200012	297
3449.350098	3452.320068	297
3281.040039	3283.989990	295
507.500000	510.429993	293
1471.750000	1474.630005	288
1103.640015	1106.489990	284
2378.060059	2380.889893	283
1033.270020	1036.079956	281
922.000000	924.760010	276
573.739990	576.479980	274
2095.100098	2097.840088	274
3486.810059	3489.550049	274
274.320007	277.049988	273
2923.870117	2926.600098	273
1719.739990	1722.430054	269
2979.139893	2981.830078	269
2354.800049	2357.489990	268
425.040009	427.679993	264
1286.130005	1288.770020	263
2521.530029	2524.169922	263
2335.649902	2338.270020	262
954.119995	956.729980	261
2343.840088	2346.449951	260
2525.439941	2528.040039	260
3044.679932	3047.280029	260
3150.189941	3152.780029	259
1664.969971	1667.540039	257
1200.719971	1203.280029	256
87.570000	90.120003	255
3111.840088	3114.379883	254
461.829987	464.350006	252
1338.719971	1341.239990	252
4131.879883	4134.399902	251
267.690002	270.190002	250
296.279999	298.769989	249
1006.219971	1008.669983	245
1706.400024	1708.839966	244
2537.729980	2540.179932	244
545.400024	547.820007	242
1620.739990	1623.160034	242
192.860001	195.259995	240
317.679993	320.079987	240
944.469971	946.869995	240
2985.040039	2987.439941	240
2723.780029	2726.159912	238
120.070000	122.440002	237
644.919983	647.250000	233
2195.830078	2198.159912	233
3129.760010	3132.090088	233
2484.879883	2487.189941	231
2712.159912	2714.469971	231
957.859985	960.159973	230
3888.260010	3890.560059	230
2115.070068	2117.370117	229
1049.420044	1051.699951	228
1668.619995	1670.900024	228
373.529999	375.790009	226
3070.750000	3073.000000	225
3252.399902	3254.639893	224
2108.610107	2110.840088	223
1111.819946	1114.030029	221
2258.659912	2260.870117	221
2646.760010	2648.969971	221
2759.370117	2761.580078	221
2191.560059	2193.760010	220
1703.010010	1705.199951	219
2660.969971	2663.159912	219
511.510010	513.690002	218
628.270020	630.450012	218
2101.340088	2103.520020	218
3086.780029	3088.959961	218
305.200012	307.359985	216
1872.140015	1874.300049	216
2825.320068	2827.459961	214
3812.760010	3814.889893	213
3604.080078	3606.189941	211
662.109985	664.200012	209
1712.540039	1714.599976	206
2403.429932	2405.489990	206
1376.160034	1378.199951	204
1522.890015	1524.930054	204
2457.620117	2459.659912	204
3670.340088	3672.379883	204
933.000000	935.010010	201
3177.399902	3179.399902	200
586.890015	588.880005	199
2640.020020	2642.010010	199
4163.299805	4165.290039	199
471.910004	473.880005	197
2949.239990	2951.199951	196
413.799988	415.750000	195
1342.319946	1344.260010	194
2554.800049	2556.739990	193
1223.300049	1225.219971	192
3190.030029	3191.949951	192
2293.600098	2295.500000	190
2731.699951	2733.600098	190
257.130005	259.029999	189
1291.270020	1293.160034	189
2961.719971	2963.610107	189
555.880005	557.760010	188
655.719971	657.599976	188
2739.159912	2741.040039	188
3573.520020	3575.399902	188
880.559998	882.429993	187
352.390015	354.239990	185
1854.140015	1855.989990	185
2995.889893	2997.739990	185
535.000000	536.830017	183
2704.840088	2706.669922	183
3786.090088	3787.919922	183
1280.420044	1282.239990	182
3700.919922	3702.739990	182
3975.790039	3977.610107	182
996.140015	997.940002	180
1092.599976	1094.400024	180
1326.140015	1327.939941	180
2752.629883	2754.429932	180
84.019997	85.800003	178
3514.840088	3516.620117	178
2499.310059	2501.080078	177
3649.360107	3651.120117	176
67.029999	68.760002	173
853.359985	855.070007	171
1511.319946	1513.030029	171
1429.319946	1431.020020	170
2273.899902	2275.600098	170
4067.179932	4068.879883	170
843.789978	845.469971	168
1186.290039	1187.969971	168
2235.189941	2236.870117	168
3295.199951	3296.879883	168
3520.560059	3522.239990	168
3583.320068	3585.000000	168
2177.520020	2179.199951	167
1250.660034	1252.319946	165
2613.810059	2615.469971	165
3483.479980	3485.129883	165
1158.280029	1159.920044	164
1468.719971	1470.359985	164
2669.560059	2671.199951	164
1152.160034	1153.800049	163
1409.660034	1411.290039	163
2965.050049	2966.679932	163
3750.000000	3751.629883	163
4021.149902	4022.780029	163
1087.459961	1089.089966	162
1147.030029	1148.640015	161
3039.209961	3040.820068	161
3099.280029	3100.889893	161
3725.610107	3727.219971	161
4183.390137	4185.000000	160
254.729996	256.320007	159
1804.339966	1805.920044	158
7.580000	9.140000	156
724.510010	726.070007	156
2990.350098	2991.909912	156
3985.459961	3987.020020	156
156.809998	158.350006	154
1914.859985	1916.400024	154
2263.530029	2265.070068	154
3560.540039	3562.080078	154
70.290001	71.830002	153
515.880005	517.409973	153
1083.479980	1085.010010	153
244.100006	245.610001	151
2040.569946	2042.079956	151
3015.260010	3016.770020	151
199.169998	200.660004	149
1095.329956	1096.819946	149
1683.040039	1684.530029	149
3207.810059	3209.300049	149
3277.959961	3279.449951	149
3904.389893	3905.879883	149
3213.760010	3215.229980	147
4090.000000	4091.469971	147
839.400024	840.859985	146
3084.070068	3085.530029	146
3227.399902	3228.860107	146
766.750000	768.190002	144
1125.790039	1127.229980	144
1881.380005	1882.819946	144
3563.129883	3564.570068	144
3794.639893	3796.080078	144
3918.929932	3920.370117	144
4155.549805	4156.990234	144
521.320007	522.760010	143
596.179993	597.599976	142
1235.560059	1236.979980	142
3221.129883	3222.550049	142
519.000000	520.409973	141
2945.590088	2947.000000	141
3772.560059	3773.969971	141
3455.560059	3456.959961	140
21.980000	23.370001	139
1018.820007	1020.210022	139
